track_id,song_with_artist
4nMlau89VAjmV7agkl7OY3,Fresh Eyes - Andy Grammer
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me - Selena Gomez
2wVDWtLKXunswWecARNILj,SOLO - JENNIE
4wQUopWk9Ed7Ng5qpKN5qd,"Volta Bebê, Volta Neném - Dj Guuga, DJ Ivis"
7floNISpH8VF4z4459Qo18,Look At Me! - XXXTENTACION
4gmmRb6bZJffOOiww1JGTO,"No Heart - 21 Savage, Metro Boomin"
13vDU8nPsvTGEVTMB8Vw7g,Djadja (feat. Maluma) - Remix - Aya Nakamura
1WP1r7fuvRqZRnUaTi2I1Q,Stitches - Shawn Mendes
5bITfqKGaPakO1l99hOMsI,No Quiero Amarte (feat. Zion & Lennox) - Justin Quiles
0RoA7ObU6phWpqhlC9zH4Z,"A Million Dreams - Ziv Zaifman, Hugh Jackman, Michelle Williams"
5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks) - Rob $tone
1hJIbOjWpid6LtnozHmzRS,Diamonds - Sam Smith
3HVr6jTVwBHBa2flM0eURR,Glorious (feat. Skylar Grey) - Macklemore
2XMTqoHHSH0lvuXrvIEdco,"Capsize - FRENSHIP, Emily Warren"
1EoEU4HY57qaITp06TkC6B,Goteo - Duki
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver) - Taylor Swift
0XinBYhf1X3kdvKQHOX971,"Tú Me Dejaste De Querer - C. Tangana, Niño de Elche, La Húngara"
7hpJ9tATWb2vztlq99hERP,Maniac - Conan Gray
7sWRlDoTDX8geTR8zzr2vt,Hollywood's Bleeding - Post Malone
7Fg342AJtNsIDdwCfX0paC,Let Me - ZAYN
0qxLQ6opocOGyFnlXqJ53x,"Bipolar - Mc Davi, Mc Pedrinho, Mc Don Juan"
6A8dnC0xkiuWN4BshmTB2I,Oceans Away - A R I Z O N A
0OyQns5ayNK2OVaES0Vb8t,Righteous - Juice WRLD
1WvrDdouh6C51In1SdATbq,BICHOTA - KAROL G
26w9NTiE9NGjW1ZvIOd1So,BOOKER T - Bad Bunny
78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36 - Bizarrap, Nathy Peluso"
7sFYVcKSb24qg0dAkqLEFj,Mi Cama - KAROL G
0WSEq9Ko4kFPt8yo3ICd6T,Praise God - Kanye West
4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas) - Tainy
54OB85nuxYGfl7qRQXuz7c,Ahora - J Balvin
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA) - Doja Cat
4fj7e6Tc48Bmomwyz2Z2XC,"Te Quemaste - Manuel Turizo, Anuel AA"
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee) - Post Malone
5Ber68jZ7ytegr2UISEdb7,Santa Claus Is Coming to Town - Michael Bublé
31qCy5ZaophVA81wtlwLc4,Anyone - Justin Bieber
7bJwvubZZaoGE1AGEfu8Fi,One Last Time - Ariana Grande
31UjYv5vLsDkzchJOtUMtW,HP - Maluma
6jreFSOTUAViWjKyzOC4Kg,REMEDY - Alesso
3qnoOm4fwZPBS116f5hpgF,All Mine - Kanye West
2Xqd0wUttjueBfdcltADOv,"No Limit - G-Eazy, A$AP Rocky, Cardi B"
5ajjAnNRh8bxFvaVHzpPjh,Reckless - Madison Beer
4i2qxFEVVUi8yOYoxB8TCX,Midnight Sky - Miley Cyrus
0I20rLT2MJDhcF96AjbNYo,"Stay - Zedd, Alessia Cara"
4xWzZmX4K1yyrdtRfbUvjt,Oh Juliana - Niack
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK - ZAYN
3AsAuGTaDQzavZZThyYlop,"Sexual - NEIKED, Dyo"
4lsHZ92XCFOQfzJFBTluk8,You Got It - Vedo
40uMIn2zJLAQhNXghRjBed,Motley Crew - Post Malone
7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd) - Future
6bnF93Rx87YqUBLSgjiMU8,Heartless - The Weeknd
4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now - Selena Gomez
1Tt4sE4pXi57mTD1GCzsqm,Needed Me - Rihanna
4PV0uE5pZSh44E3NqNNDEH,Selfish - Madison Beer
6AzKhCHOms83jvNVLsz0Bt,Djadja (feat. Maluma) - Remix - Aya Nakamura
5HDPtsnyb3maFmPL8LLUTG,New Man - Ed Sheeran
0XfOi87h82i09rQjWYG0Bm,Instruction (feat. Demi Lovato & Stefflon Don) - Jax Jones
7EWXP47VlXKO3r7mNxuWHw,"Ele É Ele, Eu Sou Eu - Wesley Safadão, Os Barões Da Pisadinha"
7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Martin Garrix
7IBSffWIu7P2MC7kMwy2FM,Hopeless Romantic (feat. Swae Lee) - Wiz Khalifa
0wfbD5rAksdXUzRvMfM3x5,The One - The Chainsmokers
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough - Loren Allred
5RqR4ZCCKJDcBLIn4sih9l,Party Girl - StaySolidRocky
6yVkakCN460KOVol9ZazjH,Reggaetonera - Anuel AA
37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby) - Drake
0UKUfxIkDAMZz7hMdiVX3m,"Cover Me In Sunshine - P!nk, Willow Sage Hart"
6VrBWh90BiwWmwKtvwWFcq,Ambiente - J Balvin
0vrmHPfoBadXVr2n0m1aqZ,Heaven - Avicii
2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD) - The Kid LAROI
2KcNrONbZ0hvBPjvrDO2tx,ALMAS GEMELAS - Myke Towers
7lQWRAjyhTpCWFC0jmclT4,"Gangsta's Paradise - Coolio, L.V."
5XQMr19TL7Mfksq9zihbOu,Questions - Chris Brown
6PDlkWmrq2ZKiUuFt2aQsH,"Loco - Justin Quiles, Chimbala, Zion & Lennox"
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit - Avicii
2BrzlUj1u1CtvaJDGIKpsP,"Make Me (Cry) - Noah Cyrus, Labrinth"
7pdF27mSDuPWhppnHAmWHa,whoa (mind in awe) - XXXTENTACION
58pgi1RpcU2fVJsxhm7BIr,Tapão Na Raba - Raí Saia Rodada
1ZAyjvIk9YiD76yYy0TEG6,Plug Walk - Rich The Kid
5BDP2tky8oMQJPS33frKVp,"Un Año - Sebastian Yatra, Reik"
7FGdjbZ32vMybPuP0IuE7d,Back In Blood (feat. Lil Durk) - Pooh Shiesty
7Lbxvt42JsNSKVCaN63qhD,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version - Paul McCartney
4ZT9FnbFu1PaBfV3itxiqT,I - Lil Skies
2Yl4OmDby9iitgNWZPwxkd,Be Careful - Cardi B
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper) - Justin Bieber
3qgPpwtuRu5oP8EtFSj8HE,SO DONE - The Kid LAROI
4sPmO7WMQUAf45kwMOtONw,Hello - Adele
5zj8WNkBrEzlI5FKeYV4ol,"La Luz - Sech, J Balvin"
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back - Olivia Rodrigo"
0wbnC9AUenxp613TYaJsGK,Narcos - Migos
0E6PsO3ymCfUh7pJQjBgkj,APESHIT - The Carters
4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover) - Adele
1kKYjjfNYxE0YYgLa7vgVY,"Higher Love - Kygo, Whitney Houston"
05rJdH2MRLJ3sQoEUO78qs,Paradinha - Anitta
43V1z6QToNNWNldV4FEG6r,"Body - Loud Luxury, Brando"
5mCPDVBb16L4XQwDdbRUpz,Passionfruit - Drake
5RCfvwDewu6p2x1mEI6smX,The Race - Tay-K
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America - Gym Class Heroes
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes - Imagine Dragons
1mauYRwbpoGQX6itP2FAJC,"Fan de Tus Fotos - Nicky Jam, Romeo Santos"
2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run - Single Version - Chuck Berry
11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia) - Ashnikko
5tFep7dXGd7vEJ668wTPux,Both (feat. Drake) - Gucci Mane
0VWLId2RwPCno9s1cJm2Vy,"Travesuras - Remix - Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie"
3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat) - StarBoi3
0P6AWOA4LG1XOctzaVu5tt,"The Weekend - Funk Wav Remix - SZA, Calvin Harris"
5HwnezK198pJCEj1l2Adjy,She Loves Control - Camila Cabello
2vrpcQNg6itmgVZWsNjWe0,"Un Año - Sebastian Yatra, Reik"
3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos) - Mustard
7FCfMXYTIiQ9b4hDYs4Iol,Be the One - Dua Lipa
3mQ6SLdxxaL52Yte7KF2Ks,Morado - J Balvin
2kJu14V7hbZw3I4K8L8SXb,Stupid Love - Lady Gaga
7uQZVznj0uQOGC9KhV2Mg6,LALISA - LISA
2p8IUWQDrpjuFltbdgLOag,After Hours - The Weeknd
3eJH2nAjvNXdmPfBkALiPZ,Acapulco - Jason Derulo
5lkpeJwmQKgY3bX2zChjxX,Someone Like You - Adele
29fRTIKsJhLUJoldM89GZS,You Need To Calm Down - Taylor Swift
5qHirGR7M9tdm6C17DlzSY,REEL IT IN - Aminé
63aj87TQG6F3RVO5nbG2VQ,"In Da Getto - J Balvin, Skrillex"
6PJ8FF6UR8FZXfEvpHkIVN,How Would You Feel (Paean) - Ed Sheeran
4R55IUi2x7S5ek2SpebOiE,Bella - Wolfine
0vR2rIVORmgeKiGIgNT0fV,By Your Side (feat. Tom Grennan) - Calvin Harris
4xBjsLUSjcx2h7PcRikpQp,OMG (feat. Quavo) - Camila Cabello
6zSpb8dQRaw0M1dK8PBwQz,"Cold Heart - PNAU Remix - Elton John, Dua Lipa"
5q5gzmbBS5yQzos2BvVr1t,Nights With You - MØ
5qNh5WtzMbfpSj2jLlBkoD,Your Power - Billie Eilish
7COfe3P7KgfwDwIRB8LIDw,"Mi Gente - J Balvin, Willy William"
0QS5rZpm5zN9wV9lJgjyUE,El Préstamo - Maluma
58IL315gMSTD37DOZPJ2hf,Shaky Shaky - Daddy Yankee
1mohfLaTJtB2RplHLQVM70,"La Jeepeta - Remix - Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka"
59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B) - Offset
2U7Hu2RaNQNRi7izoJyZaX,"rockstar - Post Malone, 21 Savage"
67jvGGbJmOmVonlyX3mNkV,"Caramelo - Remix - Ozuna, KAROL G, Myke Towers"
0qaWEvPkts34WF68r8Dzx9,"Turn Me On (feat. Vula) - Riton, Oliver Heldens"
4rDbp1vnvEhieiccprPMdI,Somebody To Love - Remastered 2011 - Queen
4VuS959DSpr82t3qBqCrWG,Supermarket Flowers - Ed Sheeran
224EVTFiLsdQignUFLvDeH,"Pa Mí - Remix - Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez"
5lZsh9Qf7CbHI9Fcc7Zcsq,Bounce Out With That - YBN Nahmir
4H7WNRErSbONkM06blBoGc,Stay - Post Malone
3uhBIQ7tv8j1FME8cFGEfG,All of Me - John Legend
1sBhJGPUKrdRycgKxve70v,"Hot2Touch - Felix Jaehn, Hight, Alex Aiono"
38QmUDpkoYlNbMKvpvAsrE,"Mi Cama - Remix - KAROL G, J Balvin, Nicky Jam"
3w1WjD2zJqjBjDz5fwqQPJ,Tyler Herro - Jack Harlow
5s8LepdwU0THzpd0M7nLsa,Te Soñé De Nuevo - Ozuna
5099x34vBakWpGkHourFxP,"Qué Pena - Maluma, J Balvin"
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version) - Taylor Swift
03x2rVJRFUrvwlfxoHd9Mo,Just You and I - Tom Walker
6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu - J. Cole
2gTYVoQCUh0QNUaFix01ld,Chun-Li - Nicki Minaj
7FfpP3YZ6fOWMdxkIAtud9,"Krippy Kush - Farruko, Bad Bunny, Rvssian"
1F2HXIJrE2Xn81OzT2zZvW,"Unforgettable - French Montana, Swae Lee"
2EEmzqzM70CybVspgM7YRT,"La Boca - Remix - Mau y Ricky, Camilo, Lunay"
3PIDciSFdrQxSQSihim3hN,Christmas (Baby Please Come Home) - Mariah Carey
1InCpEliLCkWHOBdXW7XSx,Kings & Queens - Ava Max
2dl5K2ScW7jYhAhuem06cm,PROBLEMA - Daddy Yankee
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series"" - Olivia Rodrigo"
46HNZY1i7O6jwTA7Slo2PI,"My Universe - Coldplay, BTS"
3kml9ZdpT7UYk1ugkjqOzt,"Don Don - Daddy Yankee, Anuel AA, Kendo Kaponi"
3Lfiu5sZ4M4B6JaKMBc0FU,Barcelona - Ed Sheeran
2MuMD298IpYqKF367wegUd,Homicide (feat. Eminem) - Logic
0xG0SHshCStMEyNbNC5d4k,Issues - Julia Michaels
1IWNylpZ477gIVUDpJL66u,Sour Candy (with BLACKPINK) - Lady Gaga
4PQdrXMDHDPl1RczrrlADd,MORENA - Luan Santana
13HVjjWUZFaWilh2QUJKsP,Let It Go - James Bay
6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin) - Enrique Iglesias
7iHHxY2NLlJRAmlAmC4ahQ,Stuck In A Dream (feat. Gunna) - Lil Mosey
7yotKA30dwTKNEGomV9ZsI,KOD - J. Cole
4QIyEq7TcTdAcxjI2AFlAK,"FEFE - 6ix9ine, Nicki Minaj, Murda Beatz"
4T4CZ3Q4z3GG7lU720YYhM,"Soltera - Lunay, Chris Jedi, Gaby Music"
2u6Jm2klS4yvAlbSHlxUwI,"Alane - Robin Schulz, Wes"
6RV9pRLIQiXm3qTGeyQluf,"Machu Picchu - Camilo, Evaluna Montaner"
44ADyYoY5liaRa3EOAl4uf,Slide Away - Miley Cyrus
4DbhxwlkhTbCTqlZptxmI6,Swing - Danny Ocean
5EKHbW7mXcAR4hCyS3YXjb,"Atrasadinha - Ao Vivo - Felipe Araújo, Ferrugem"
22An65gG31JLf9n18qjdhZ,BAD! - XXXTENTACION
4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock) - Ed Sheeran
7inXu0Eaeg02VsM8kHNvzM,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet) - Frank Sinatra
6hw1Sy9wZ8UCxYGdpKrU6M,Roller - Apache 207
1kBbgxAUc4HQv7cgIayIDH,Ransom - Lil Tecca
52okn5MNA47tk87PeZJLEL,Let You Down - NF
0k664IuFwVP557Gnx7RhIl,Juice - Lizzo
4hKWUzhQWsOkgT6LnDEASe,Was du Liebe nennst - Bausa
2XlHu0HcujBCkWMdIAvrqt,Blem - Drake
7iqOIHHEmu6Vhw25GgQ2eA,"Una Nota - J Balvin, Sech"
2dqLk7ezV15LEJEwUmEbXB,Down - Marian Hill
0JjM9bKm4wrwohMslcm892,Still Be Friends (feat. Tory Lanez & Tyga) - G-Eazy
4zGtfOglDBfVUypabBwIjQ,"Desce Pro Play (PA PA PA) - Mc Zaac, Anitta, Tyga"
4ak7xjvBeBOcJGWFDX9w5n,"Rodeo - Lil Nas X, Cardi B"
6wV12xIUb8oFY7lBy4KuQe,Sooner Or Later - Aaron Carter
61WbtB6ujkpNAsAf5LjF4b,"Bon appétit - Katy Perry, Migos"
3SGWp9fJCzgK0WcpcKSQdy,Romantic - NOTD Remix - Stanaj
0RDgqtvOHLwcI6yz9bjsZV,"Perreo en La Luna - Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid"
7COGuXyTr12KvdaYXMqheC,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK] - BANDIDO"
3qN5qMTKyEEmiTZD38BNTT,I'm Upset - Drake
2ktoFujjJtantyMoVdBJlX,"Pa Olvidarte (feat. Manuel Turizo) - Remix - ChocQuibTown, Zion & Lennox, Farruko"
6vsV4D8BM6PioRr1UOx0n2,you should see me in a crown - Billie Eilish
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G) - NEIKED
79jX8RM5CgPqDKdGEKNW9K,In My Blood - Shawn Mendes
2SBr3MK1sdMs8IxdRcN6qz,Santa Baby - Kylie Minogue
3lCbsHaN1wCxyDzcNN2x4N,"Si Me Tomo Una Cerveza - Migrantes, Alico"
2hnxrRNzF74mdDzpQZQukQ,There's No Way (feat. Julia Michaels) - Lauv
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad - Post Malone
2nYwV62UABTH0NanrwVIdQ,Perplexing Pegasus - Rae Sremmurd
29TPjc8wxfz4XMn21O7VsZ,Sky - Playboi Carti
74j34STf8L6uADnTN69ohv,"El Efecto - Remix - Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex"
1sYSP7gKa5kdKIfhANfori,Lights Down Low - MAX
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space - Taylor Swift
1jo3TwNGCXfNdB5uba3ZVv,Killshot - Eminem
4mxWSdf71VFO52qFeY0fZt,What Lovers Do (feat. SZA) - Maroon 5
3FiE2d325mIOc4YjkSLVJR,"Everyday - Ariana Grande, Future"
2ZTYlnhhV1UAReg7wIGolx,To Die For - Sam Smith
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber) - Ed Sheeran
7DHApOHsIFo7EyfieArYGE,Walk Me Home - P!nk
7aV2mflaASUmGhCErm7kBO,"The Mack - Nevada, Mark Morrison, Fetty Wap"
5KCbr5ndeby4y4ggthdiAb,Wonder - Shawn Mendes
0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex - Little Mix
5dhQeuLGmlhfwlI6BWfSpo,Roller - Apache 207
55S2PQgSMYAhgoTCcGCDfw,Youngblood - 5 Seconds of Summer
54l9GJGQ1UCFKe2tzt1Vxt,Only You (with Little Mix) - Cheat Codes
0i0wnv9UoFdZ5MfuFGQzMy,Last Hurrah - Bebe Rexha
1Sl3njkhhz8nrSPZroDQ82,"Complicated (feat. Kiiara) - Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas"
4DnHUy01jEA4b5ydC3HgsT,"Live It Up - Official Song 2018 FIFA World Cup Russia - Nicky Jam, Will Smith, Era Istrefi"
7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix] - BTS
7l3E7lcozEodtVsSTCkcaA,ZEZE (feat. Travis Scott & Offset) - Kodak Black
6xtcFXSo8H9BZN637BMVKS,Let You Love Me - Rita Ora
2yUbCEiaolfSMluDo9RMmG,"Powerglide (feat. Juicy J) - Rae Sremmurd, Swae Lee, Slim Jxmmi"
3frUvGrmGcay91lvFbOgsN,"Like It Is - Kygo, Zara Larsson, Tyga"
43PGPuHIlVOc04jrZVh9L6,RAPSTAR - Polo G
31MkGwj0SWgZaTvEt5Hgxv,What About Us - P!nk
1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix - Coldplay
3ibRxEv4KkcU9e259eyNJA,Sua cara (feat. Anitta & Pabllo Vittar) - Major Lazer
2Gjt4rUHBUH0rMKpBg0hF4,"Disco Arranhado - Funk Remix - Malu, DJ Lucas Beat"
01TnVDiet1DFTsyWKUKovl,NUMB - XXXTENTACION
2tI4WyzqOOwC23S5m0kqcB,At My Worst - Pink Sweat$
5uu28fUesZMl89lf9CLrgN,Feels Great (feat. Fetty Wap & CVBZ) - Cheat Codes
1Crj1zkRMpsEjb9NOR6Zof,"L-Gante: Bzrp Music Sessions, Vol.38 - Bizarrap, L-Gante"
6vFsBXYczYsP0H3lgunZOm,Cloud 9 - Beach Bunny
4cuGZb0iFyHtwaSKdKrJkF,"Imposible - Luis Fonsi, Ozuna"
3sJHkcxojoJD2Ytbo1yLLF,Two High - Moon Taxi
6OZh916QF8XNunWaP97WEZ,"Fast Car - Jonas Blue, Dakota"
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott) - Ed Sheeran
514rhnksEwHUh6LxXsQ4Y9,Back To You - Selena Gomez
11VApNQCWLJdzxWrlmwzUa,Say So (feat. Nicki Minaj) - Doja Cat
7rC5Pl8rQSX4myONQHYPBK,Mob Ties - Drake
1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug (feat. Marc E. Bassy) - G-Eazy
6kp0inxIexxSiDJfWqq0ZL,"TATI - 6ix9ine, DJ SpinKing"
2TksvaRivgAEj780DgRB73,911 - Sech
4SqWKzw0CbA05TGszDgMlc,I Love You So - The Walters
0At2qAoaVjIwWNAqrscXli,Boo'd Up - Ella Mai
65NwOZqoXny4JxqAPlfxRF,Psycho (feat. Ty Dolla $ign) - Post Malone
5rW7qTn83sCKtqBoneJs63,edamame (feat. Rich Brian) - bbno$
4R5xvs5X0phd0EYWyGigju,Medicina - Anitta
3S8jK1mGzQi24ilFb45DAZ,Lonely (with benny blanco) - Justin Bieber
7HMmFQsKsljwTw8bS7lu19,Rare - Selena Gomez
1OUPXna2MCgAt3VNmXJBtg,"Bola Rebola - Tropkillaz, J Balvin, Anitta, Mc Zaac"
3T4UodGkfZObJ43RtA5KFU,Connection - OneRepublic
1lxswgIpzV6HhENRvkflES,Chillax (feat. Ky-Mani Marley) - Farruko
5aUSEPNd3m5xliFK4pn5mU,Good Thing (with Kehlani) - Zedd
3jT2LKH0RSbQ8jIUNFzXm5,"PTSD - G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper"
3TnhQSRwT3AVMdXw5JPq0x,"Nena Maldicion (feat. Lenny Tavarez) - Paulo Londra, Lenny Tavárez"
3bH4HzoZZFq8UpZmI2AMgV,New Light - John Mayer
073ILU1C3APNRGF66VhtyA,Liar - Camila Cabello
7rglLriMNBPAyuJOMGwi39,"Cold Heart - PNAU Remix - Elton John, Dua Lipa"
1A6OTy97kk0mMdm78rHsm8,"Sunflower - Spider-Man: Into the Spider-Verse - Post Malone, Swae Lee"
6DUdDIRgLqCGq1DwkNWQTN,Borro Cassette - Maluma
2JTir3y1VuJQmexiTCMcTP,Recairei - Ao Vivo - Os Barões Da Pisadinha
2cKovq3l6OJjhVVDbVKOsr,"The Other Side - Hugh Jackman, Zac Efron"
4B7fTyj1FIPvP9tT5X3DnR,Behind Barz - Bonus - Drake
2jt2WxXMCD4zjACthkJQVE,The Ringer - Eminem
2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd) - Swedish House Mafia
0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy) - Shawn Mendes
2SmgFAhQkQCQPyBiBxR6Te,"Criminal - Natti Natasha, Ozuna"
11cDEev79fPKi6uJCjUhu8,"Who Do You Love - The Chainsmokers, 5 Seconds of Summer"
1KVczjazCcCCgM3gXXUl47,Roses (with Juice WRLD feat. Brendon Urie) - benny blanco
1mpD5Q8IM32I4bF6eCpU74,Up All Night - Khalid
14wf185UxfNbSy8dwt4r4q,"MAMACITA - Black Eyed Peas, Ozuna, J. Rey Soul"
0Fpen1PTuEnCmOJtUU9Iud,New Patek - Lil Uzi Vert
1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO) - Robin Schulz
6875MeXyCW0wLyT72Eetmo,"Starving - Hailee Steinfeld, Grey, Zedd"
2ePtv8MlBO9nuuXABqAfEX,SugarCrash! - ElyOtto
2zy9TMoZlYGuCNY4TLqG24,Don't Leave Me Alone (feat. Anne-Marie) - David Guetta
0xfMlIW8lS40qvpsUw1l0X,Never Going Home - Kungs
1jQvUmf16VE9WQCPuK2e8K,"STOOPID - 6ix9ine, Bobby Shmurda"
3qM0vBxIe4VUbK0Z0smuVP,"Medusa - Jhay Cortez, Anuel AA, J Balvin"
4Q5yMlwAfAoitqg4r9oZHN,Quit (feat. Ariana Grande) - Cashmere Cat
1WIZiOuNO3woKfdlSK2gNn,Transportin' - Kodak Black
5nA67Y0XX9JipZwYxX7Gl7,This Town - Niall Horan
5pAbCxt9e3f81lOmjIXwzd,Be Honest (feat. Burna Boy) - Jorja Smith
6sBWmE23q6xQHlnEZ8jYPT,Step Into Christmas - Elton John
74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD) - Ski Mask The Slump God
74fV8TuLZKVzSIOOGu8wwI,"Go Stupid (feat. NLE Choppa & Mike WiLL Made-It) - Polo G, Stunna 4 Vegas"
6xZ4Q2k2ompmDppyeESIY8,Level of Concern - Twenty One Pilots
4178A5NkEjcsGc64jpBO6d,"Calypso - Luis Fonsi, Stefflon Don"
6rTInqW3YECMkQsBEHw4sd,"Solid (feat. Drake) - Young Stoner Life, Young Thug, Gunna"
29ZXwWOOLz9t5fa3eT3i7T,223's (feat. 9lokknine) - YNW Melly
0KkIkfsLEJbrcIhYsCL7L5,"China - Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin"
3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE - BTS
4Hpib09wXgD84w4uwTPnYD,Tap In - Saweetie
3Z0oQ8r78OUaHvGPiDBR3W,"Into the Unknown - Idina Menzel, AURORA"
4NzMOnvSJVNKF7nw5NkXIP,bury a friend - Billie Eilish
1zejeOnykpCoyVSit6Bwp3,hope ur ok - Olivia Rodrigo
5VzNsUnLmYcRfRfxpQsusa,"La Nota - Manuel Turizo, Rauw Alejandro, Myke Towers"
5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign) - Megan Thee Stallion
3dWpRjCmaHbroNahuSeX11,"Rebota - Remix - Guaynaa, Nicky Jam, Farruko, Becky G, Sech"
4uoumbAMEMaKdtiv763jKz,TG4M - Zara Larsson
2Ab1wPTEqulaCGoBak1gUo,"Ao Vivo E A Cores - Matheus & Kauan, Anitta"
2r77vqSZkOktTSgmAOoHsV,Chica Paranormal - Paulo Londra
27RYrbL6S02LNVhDWVl38b,"Happy Xmas (War Is Over) - Remastered 2010 - John Lennon, Yoko Ono"
2jYmK1cb3Uya6FFsocdpzO,Why - Sabrina Carpenter
2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"") - Tanishk Bagchi, Jubin Nautiyal, Asees Kaur"
5SwyN9hzmWjBsINlif8li8,Ficha Limpa - Gusttavo Lima
1YNQscOx6OqBQjxgJVhEeW,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX) - Rita Ora"
7hvxMYq9JW5W0vFwiu1Zdr,Dreamer - Axwell /\ Ingrosso
0xUvi7wldroBzaZCengPa5,24 (feat. Lil Baby) - Money Man
0tp6mwUt99QnfY95T30Lqj,Blah Blah Blah - Armin van Buuren
6O5TrlFWTYvznd9fMC0VvU,When We Were Young - Adele
6a1hzBiTkgqTsDA0Xgfh9z,Santa Claus Is Coming To Town - The Jackson 5
15k1TDabqSEmyXOwMq9RM7,Investe Em Mim - Jonas Esticado
1ZEm9cJC05rawV2tptNfTS,Bed (feat. Ariana Grande) - Nicki Minaj
33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone) - Big Sean
0rTV5WefWd1J3OwIheTzxM,"Talk - Khalid, Disclosure"
7aZusA4cWXz3Wv9e9uhavz,Quer Voar - Matuê
1oc3jna2ablnfIKLYbKujl,If You're Over Me - Years & Years
40UroIGvsMPLPBYwH8rMNA,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars) - Vice
37F0uwRSrdzkBiuj0D5UHI,Reminder - The Weeknd
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground - ROSÉ
